listing_id,date
3406843,2014-12-06
1161216,2013-07-24
1978931,2014-01-03
1978931,2014-01-14
1978931,2014-09-21
1978931,2014-10-06
1978931,2014-10-10
1978931,2014-10-20
1978931,2014-10-22
1978931,2014-10-25
1978931,2014-11-02
1978931,2014-11-04
1978931,2014-11-09
1978931,2014-11-11
1978931,2014-11-15
1978931,2014-11-17
1978931,2014-11-21
1978931,2014-11-24
1978931,2014-12-02
1978931,2014-12-30
1978931,2015-01-05
1978931,2015-02-09
1978931,2015-02-13
1978931,2015-02-16
1978931,2015-02-19
1978931,2015-02-25
1978931,2015-02-28
1978931,2015-03-02
1978931,2015-03-07
1978931,2015-03-09
1978931,2015-03-11
1978931,2015-03-12
1978931,2015-03-15
1978931,2015-03-16
1978931,2015-03-21
1978931,2015-03-23
1978931,2015-03-24
1978931,2015-03-28
1978931,2015-04-23
1978931,2015-04-26
1978931,2015-05-25
1978931,2015-06-03
1978931,2015-07-20
1978931,2015-08-04
1978931,2015-08-16
1978931,2015-08-18
1978931,2015-09-08
1978931,2015-09-24
7717476,2015-09-19
7717476,2015-09-24
5582435,2015-05-19
5582435,2015-06-01
5582435,2015-07-20
5582435,2015-09-14
1450536,2014-05-11
1450536,2014-06-03
1450536,2014-06-18
1450536,2014-11-21
1450536,2015-01-26
1450536,2015-02-11
1450536,2015-03-18
1450536,2015-03-26
1450536,2015-05-23
1450536,2015-08-01
1450536,2015-08-17
4425187,2015-01-06
4897020,2015-01-04
4897020,2015-01-07
4897020,2015-01-09
4897020,2015-01-12
4897020,2015-01-17
4897020,2015-01-26
4897020,2015-02-10
4897020,2015-02-19
4897020,2015-02-23
4897020,2015-03-30
4897020,2015-04-09
4897020,2015-04-13
4897020,2015-04-20
4897020,2015-04-27
4897020,2015-05-17
4897020,2015-05-25
4897020,2015-06-01
4897020,2015-06-02
4897020,2015-06-18
4897020,2015-06-24
4897020,2015-07-08
4897020,2015-08-31
4897020,2015-09-29
2352963,2014-06-07
2352963,2014-12-09
2352963,2014-12-14
2352963,2015-04-02
2352963,2015-07-04
2352963,2015-07-12
2352963,2015-07-17
2352963,2015-08-14
2352963,2015-08-28
2352963,2015-09-04
6801292,2015-06-24
6801292,2015-06-29
6801292,2015-07-12
6801292,2015-07-17
6801292,2015-07-21
6801292,2015-09-21
6801292,2015-09-22
6801292,2015-09-25
4696101,2015-01-01
4696101,2015-01-30
4696101,2015-08-12
4696101,2015-08-24
4696101,2015-09-10
7919572,2015-08-28
7919572,2015-09-15
7919572,2015-09-22
2586076,2015-01-02
2586076,2015-05-31
6160171,2015-08-01
8001726,2015-09-07
8001726,2015-09-28
2009023,2014-02-04
109116,2015-01-06
3814713,2015-01-03
3814713,2015-06-11
3814713,2015-06-26
1496721,2013-09-08
1496721,2013-09-09
1496721,2013-09-14
1496721,2013-09-30
1496721,2013-10-07
1496721,2013-10-08
1496721,2015-05-23
1496721,2015-06-03
1496721,2015-09-07
3963287,2015-01-29
3963287,2015-02-23
3963287,2015-03-09
3963287,2015-06-15
3963287,2015-06-29
3963287,2015-07-30
5551576,2015-03-25
5551576,2015-03-29
5551576,2015-05-10
5551576,2015-05-17
5551576,2015-06-08
5551576,2015-08-14
5551576,2015-08-16
634581,2013-01-03
634581,2013-03-02
634581,2013-03-16
634581,2013-03-25
634581,2013-06-17
634581,2013-07-12
634581,2013-08-06
634581,2013-10-01
634581,2013-11-02
634581,2013-11-25
634581,2013-12-08
634581,2014-01-21
634581,2014-02-11
634581,2014-03-11
634581,2014-03-25
634581,2014-04-04
634581,2014-04-11
634581,2014-05-04
634581,2014-05-18
634581,2014-05-27
634581,2014-06-24
634581,2014-07-06
634581,2014-07-30
634581,2014-08-12
634581,2014-08-23
634581,2014-10-20
634581,2014-10-30
634581,2014-11-04
634581,2014-11-19
634581,2014-11-26
634581,2014-12-04
634581,2014-12-27
634581,2015-01-02
634581,2015-02-01
634581,2015-02-10
634581,2015-02-21
634581,2015-03-12
634581,2015-03-18
634581,2015-03-27
634581,2015-04-06
634581,2015-04-12
634581,2015-04-19
634581,2015-06-13
634581,2015-06-23
634581,2015-07-05
634581,2015-07-12
634581,2015-07-18
634581,2015-08-12
634581,2015-08-22
634581,2015-08-28
634581,2015-09-21
634581,2015-09-29
1175900,2013-10-23
1175900,2013-11-18
1175900,2014-01-05
1175900,2014-03-22
1175900,2014-04-12
1175900,2014-06-01
1175900,2014-08-28
1175900,2014-09-22
1175900,2014-10-07
1175900,2014-10-22
1175900,2014-11-19
1175900,2014-11-24
1175900,2015-01-10
1175900,2015-02-23
1175900,2015-03-10
1175900,2015-03-31
4597606,2015-01-04
8344813,2015-09-14
1173408,2013-12-01
1173408,2013-12-15
1173408,2013-12-21
1173408,2014-01-05
